ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
218060,Uttarakhand,Haridwar,Locality_51,Apartment,3,1212,315.8,0.26,2012,Furnished,28,11,13,7,8,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground",West,Owner,Ready_to_Move
218061,Tamil Nadu,Coimbatore,Locality_254,Independent House,4,3509,77.77,0.02,2013,Unfurnished,3,6,12,7,8,High,Yes,Yes,"Clubhouse, Gym, Garden",West,Owner,Ready_to_Move
218062,West Bengal,Kolkata,Locality_412,Villa,5,1634,183.88,0.11,2004,Furnished,19,8,21,3,9,Medium,Yes,Yes,"Clubhouse, Garden",South,Broker,Under_Construction
218063,Bihar,Gaya,Locality_215,Apartment,3,3682,371.13,0.1,1992,Unfurnished,8,29,33,2,3,Low,Yes,Yes,"Playground, Pool",East,Builder,Ready_to_Move
218064,Tamil Nadu,Coimbatore,Locality_36,Independent House,3,4496,441.58,0.1,1998,Unfurnished,25,3,27,9,3,Medium,No,No,"Playground, Pool, Garden, Gym",East,Broker,Ready_to_Move
218065,Maharashtra,Pune,Locality_126,Apartment,5,4009,303.3,0.08,2012,Unfurnished,4,17,13,10,4,High,Yes,No,Clubhouse,North,Owner,Under_Construction
218066,Karnataka,Mysore,Locality_462,Apartment,4,1530,118.97,0.08,1994,Furnished,20,9,31,4,6,Low,No,No,"Clubhouse, Playground, Gym, Garden",North,Builder,Ready_to_Move
218067,Delhi,New Delhi,Locality_457,Apartment,5,2144,420.93,0.2,2007,Unfurnished,21,9,18,1,4,High,Yes,Yes,"Gym, Pool, Clubhouse",North,Broker,Ready_to_Move
218068,Uttar Pradesh,Lucknow,Locality_102,Villa,2,2454,72.41,0.03,2000,Semi-furnished,14,7,25,9,3,Low,Yes,No,"Clubhouse, Playground, Pool",East,Broker,Under_Construction
218069,Punjab,Amritsar,Locality_72,Independent House,4,4447,174.41,0.04,1993,Furnished,24,27,32,3,9,Low,Yes,Yes,"Gym, Clubhouse, Playground, Garden",East,Owner,Under_Construction
218070,West Bengal,Kolkata,Locality_396,Villa,2,4621,458.99,0.1,1994,Furnished,26,27,31,3,1,Low,Yes,No,"Pool, Clubhouse, Garden, Gym",North,Owner,Under_Construction
218071,Maharashtra,Nagpur,Locality_275,Villa,3,4974,103.63,0.02,2012,Unfurnished,20,9,13,10,10,Medium,No,Yes,Garden,North,Owner,Ready_to_Move
218072,Haryana,Gurgaon,Locality_103,Independent House,1,1182,160.4,0.14,2011,Unfurnished,29,26,14,10,9,Low,No,Yes,"Pool, Playground",West,Owner,Ready_to_Move
218073,Maharashtra,Pune,Locality_297,Independent House,1,2222,252.27,0.11,1995,Semi-furnished,4,12,30,5,1,Medium,Yes,No,"Clubhouse, Gym, Garden, Playground",South,Broker,Ready_to_Move
218074,Karnataka,Mangalore,Locality_401,Villa,2,2087,334.96,0.16,1993,Furnished,4,7,32,3,4,High,No,No,Gym,North,Broker,Under_Construction
218075,Rajasthan,Jodhpur,Locality_140,Apartment,5,4918,264.96,0.05,2012,Furnished,1,26,13,1,3,High,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",North,Broker,Ready_to_Move
218076,Kerala,Trivandrum,Locality_186,Independent House,2,3926,86.85,0.02,1996,Unfurnished,27,26,29,9,9,High,Yes,Yes,"Pool, Clubhouse",North,Builder,Ready_to_Move
218077,Telangana,Warangal,Locality_420,Independent House,2,516,277.82,0.54,2013,Semi-furnished,7,25,12,1,4,High,No,No,"Clubhouse, Playground, Garden, Pool, Gym",North,Owner,Ready_to_Move
218078,Assam,Silchar,Locality_380,Villa,3,2792,195.77,0.07,2017,Semi-furnished,25,17,8,8,1,High,Yes,Yes,Gym,North,Owner,Under_Construction
218079,Kerala,Kochi,Locality_323,Villa,3,4787,333.03,0.07,1998,Semi-furnished,7,3,27,1,10,Low,No,Yes,"Gym, Garden, Pool, Clubhouse",South,Owner,Under_Construction
218080,Madhya Pradesh,Indore,Locality_380,Independent House,1,4941,277.61,0.06,1999,Unfurnished,14,25,26,10,2,Low,No,Yes,Gym,West,Broker,Ready_to_Move
218081,Jharkhand,Jamshedpur,Locality_162,Apartment,5,714,302.22,0.42,2023,Unfurnished,12,12,2,8,2,Medium,Yes,Yes,Garden,North,Owner,Under_Construction
218082,Maharashtra,Pune,Locality_112,Independent House,3,3746,298.13,0.08,2001,Furnished,28,3,24,10,1,Low,No,Yes,"Pool, Playground, Garden",East,Owner,Ready_to_Move
218083,Andhra Pradesh,Vijayawada,Locality_114,Apartment,3,1225,47.37,0.04,2012,Unfurnished,1,9,13,1,3,High,Yes,No,"Garden, Clubhouse",South,Builder,Ready_to_Move
218084,Telangana,Warangal,Locality_472,Villa,3,1667,302.25,0.18,2018,Unfurnished,4,6,7,3,3,Medium,Yes,No,Clubhouse,East,Builder,Ready_to_Move
218085,Delhi,New Delhi,Locality_127,Villa,2,4960,246.72,0.05,2012,Furnished,2,29,13,1,5,High,Yes,Yes,"Playground, Clubhouse, Pool, Gym, Garden",South,Broker,Under_Construction
218086,Haryana,Gurgaon,Locality_225,Independent House,5,3337,300.31,0.09,2012,Unfurnished,23,6,13,10,3,Low,Yes,No,"Clubhouse, Garden, Playground",East,Owner,Under_Construction
218087,Chhattisgarh,Bilaspur,Locality_376,Apartment,5,2053,216.43,0.11,2020,Unfurnished,18,9,5,3,5,Medium,No,No,"Pool, Playground",East,Builder,Under_Construction
218088,Gujarat,Ahmedabad,Locality_434,Apartment,2,3223,277.46,0.09,2022,Semi-furnished,14,2,3,10,2,Medium,No,No,"Clubhouse, Pool, Garden, Gym, Playground",East,Broker,Ready_to_Move
218089,Andhra Pradesh,Vijayawada,Locality_252,Villa,2,3372,285.84,0.08,2009,Unfurnished,9,24,16,8,7,High,Yes,Yes,Garden,West,Owner,Ready_to_Move
218090,Uttarakhand,Haridwar,Locality_259,Apartment,2,1591,80.88,0.05,2002,Unfurnished,0,15,23,5,9,Low,No,No,Gym,North,Builder,Ready_to_Move
218091,Andhra Pradesh,Vijayawada,Locality_397,Apartment,5,2434,278.01,0.11,2000,Furnished,29,14,25,5,7,Medium,Yes,Yes,"Clubhouse, Playground",North,Broker,Under_Construction
218092,Rajasthan,Jodhpur,Locality_103,Independent House,4,4197,382.68,0.09,1991,Unfurnished,1,17,34,10,5,Medium,Yes,Yes,"Garden, Playground, Gym, Clubhouse",South,Builder,Ready_to_Move
218093,Punjab,Amritsar,Locality_482,Apartment,2,1862,392.87,0.21,2000,Semi-furnished,3,19,25,10,4,Medium,Yes,No,"Garden, Clubhouse, Playground, Gym",West,Broker,Ready_to_Move
218094,Maharashtra,Pune,Locality_211,Villa,3,1288,321.79,0.25,2004,Unfurnished,24,9,21,4,3,High,No,No,"Gym, Pool, Playground",West,Owner,Ready_to_Move
218095,Punjab,Ludhiana,Locality_484,Independent House,3,4935,250.41,0.05,2003,Semi-furnished,9,2,22,9,9,Medium,No,No,"Clubhouse, Garden, Gym, Pool, Playground",North,Builder,Ready_to_Move
218096,Assam,Silchar,Locality_209,Apartment,3,2482,447.27,0.18,1999,Unfurnished,1,5,26,3,8,Medium,Yes,No,"Playground, Pool, Garden",West,Owner,Ready_to_Move
218097,Punjab,Amritsar,Locality_210,Independent House,2,4573,202.14,0.04,2021,Furnished,19,11,4,5,5,Low,Yes,No,Playground,East,Builder,Under_Construction
218098,Karnataka,Mangalore,Locality_438,Villa,5,3108,20.04,0.01,2023,Unfurnished,3,23,2,5,7,Medium,Yes,No,"Clubhouse, Pool",West,Broker,Under_Construction
218099,Telangana,Hyderabad,Locality_106,Independent House,4,4093,333.84,0.08,2009,Furnished,3,28,16,7,2,Low,No,No,"Gym, Pool, Clubhouse, Playground, Garden",East,Broker,Ready_to_Move
218100,Odisha,Bhubaneswar,Locality_382,Apartment,2,2745,135.2,0.05,2006,Unfurnished,2,9,19,2,2,Medium,Yes,Yes,"Clubhouse, Gym",East,Builder,Under_Construction
218101,Andhra Pradesh,Vijayawada,Locality_387,Villa,3,728,64.45,0.09,1992,Furnished,4,13,33,8,9,Medium,Yes,No,"Pool, Playground, Clubhouse",East,Builder,Under_Construction
218102,Punjab,Ludhiana,Locality_323,Independent House,5,3163,34.89,0.01,2000,Unfurnished,30,23,25,8,7,High,No,Yes,"Playground, Garden, Pool, Clubhouse, Gym",East,Owner,Ready_to_Move
218103,Andhra Pradesh,Vishakhapatnam,Locality_126,Villa,4,694,339.17,0.49,2001,Furnished,2,23,24,4,9,Medium,Yes,No,"Gym, Pool, Playground, Clubhouse",North,Builder,Under_Construction
218104,Bihar,Patna,Locality_344,Villa,4,2609,294.65,0.11,2010,Semi-furnished,11,4,15,1,4,Low,No,No,"Gym, Pool, Playground",West,Owner,Under_Construction
218105,Bihar,Patna,Locality_316,Villa,5,1233,482.02,0.39,2015,Semi-furnished,29,25,10,6,5,Medium,No,No,"Clubhouse, Garden, Pool",West,Builder,Under_Construction
218106,Madhya Pradesh,Bhopal,Locality_1,Apartment,4,1884,43.69,0.02,2011,Unfurnished,18,27,14,4,10,Low,No,Yes,Playground,West,Broker,Ready_to_Move
218107,Kerala,Kochi,Locality_237,Villa,1,3646,178.37,0.05,2021,Furnished,4,5,4,7,8,Low,No,No,"Clubhouse, Garden, Gym, Playground, Pool",North,Builder,Under_Construction
218108,Telangana,Hyderabad,Locality_335,Apartment,2,1936,245.72,0.13,2013,Semi-furnished,29,17,12,4,9,Medium,Yes,Yes,"Pool, Gym",West,Owner,Ready_to_Move
218109,Chhattisgarh,Raipur,Locality_332,Apartment,3,3731,331.33,0.09,1991,Semi-furnished,8,29,34,7,10,High,Yes,Yes,"Pool, Garden, Playground",West,Builder,Under_Construction
218110,Chhattisgarh,Raipur,Locality_473,Independent House,4,1666,89.08,0.05,1992,Furnished,5,29,33,6,4,High,No,Yes,"Gym, Playground",West,Broker,Under_Construction
218111,Tamil Nadu,Coimbatore,Locality_229,Apartment,3,3656,232.45,0.06,1996,Unfurnished,21,17,29,4,8,Medium,No,Yes,"Clubhouse, Garden",North,Broker,Ready_to_Move
218112,Delhi,New Delhi,Locality_176,Independent House,5,3001,294.17,0.1,2004,Semi-furnished,26,22,21,1,8,High,No,Yes,"Garden, Clubhouse",North,Builder,Ready_to_Move
218113,Jharkhand,Jamshedpur,Locality_33,Apartment,4,3834,251.55,0.07,2017,Furnished,16,3,8,5,9,High,Yes,No,"Playground, Garden",West,Broker,Under_Construction
218114,Andhra Pradesh,Vijayawada,Locality_31,Independent House,5,4671,483.1,0.1,2009,Unfurnished,30,23,16,6,8,Medium,No,Yes,"Garden, Clubhouse, Playground, Gym, Pool",South,Owner,Ready_to_Move
218115,Bihar,Patna,Locality_152,Independent House,2,2126,117.14,0.06,2001,Semi-furnished,8,10,24,6,10,Medium,No,No,"Garden, Gym",South,Builder,Ready_to_Move
218116,Telangana,Hyderabad,Locality_321,Independent House,3,4075,210.65,0.05,2016,Unfurnished,25,9,9,6,3,High,No,No,"Gym, Garden, Pool, Playground",West,Owner,Under_Construction
218117,Bihar,Gaya,Locality_324,Villa,2,3860,440.2,0.11,2013,Furnished,4,1,12,7,1,High,No,Yes,Playground,East,Builder,Ready_to_Move
218118,Haryana,Faridabad,Locality_416,Villa,1,1366,281.4,0.21,2010,Semi-furnished,12,1,15,1,8,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Playground",North,Builder,Ready_to_Move
218119,Punjab,Amritsar,Locality_384,Apartment,2,3183,406.16,0.13,2017,Unfurnished,26,9,8,9,10,Low,Yes,No,Clubhouse,West,Broker,Under_Construction
218120,West Bengal,Kolkata,Locality_266,Independent House,1,1961,122.39,0.06,2014,Furnished,17,18,11,8,2,High,Yes,Yes,"Gym, Garden, Playground",North,Builder,Under_Construction
218121,Jharkhand,Ranchi,Locality_32,Villa,4,1415,159.88,0.11,2011,Unfurnished,11,8,14,2,6,Low,No,No,"Playground, Garden",North,Owner,Under_Construction
218122,Tamil Nadu,Coimbatore,Locality_78,Independent House,1,3775,376.61,0.1,2006,Unfurnished,14,24,19,5,6,Medium,No,No,"Garden, Playground, Gym, Pool",North,Builder,Ready_to_Move
218123,Assam,Silchar,Locality_136,Independent House,3,3848,256.48,0.07,2009,Furnished,21,13,16,10,6,High,Yes,No,Playground,North,Owner,Ready_to_Move
218124,Madhya Pradesh,Indore,Locality_289,Independent House,1,637,378.01,0.59,2005,Unfurnished,21,21,20,7,2,Medium,No,No,"Garden, Clubhouse",North,Broker,Under_Construction
218125,Karnataka,Mangalore,Locality_300,Independent House,4,4938,470.29,0.1,2005,Furnished,26,26,20,4,3,Medium,No,Yes,"Playground, Garden, Gym",West,Owner,Ready_to_Move
218126,Kerala,Trivandrum,Locality_49,Villa,1,1718,19.36,0.01,2017,Semi-furnished,27,2,8,3,10,Low,No,Yes,"Garden, Clubhouse, Gym, Playground",South,Builder,Under_Construction
218127,Kerala,Kochi,Locality_304,Independent House,4,1449,479.78,0.33,1999,Semi-furnished,10,13,26,5,10,Medium,No,No,"Pool, Garden, Gym, Clubhouse",East,Broker,Under_Construction
218128,Haryana,Faridabad,Locality_490,Villa,3,4285,488.48,0.11,2010,Furnished,10,24,15,2,3,Low,No,No,Gym,West,Builder,Ready_to_Move
218129,Maharashtra,Mumbai,Locality_36,Apartment,2,3274,293.78,0.09,2008,Unfurnished,29,3,17,7,5,High,Yes,Yes,Clubhouse,West,Builder,Under_Construction
218130,Bihar,Patna,Locality_310,Apartment,3,905,236.79,0.26,2001,Unfurnished,26,6,24,2,4,High,Yes,No,"Clubhouse, Garden, Pool, Gym, Playground",East,Builder,Under_Construction
218131,Andhra Pradesh,Vishakhapatnam,Locality_497,Villa,4,4264,301.57,0.07,2023,Unfurnished,22,8,2,2,6,Medium,No,Yes,"Garden, Clubhouse",North,Builder,Ready_to_Move
218132,Odisha,Cuttack,Locality_184,Independent House,3,4188,278.45,0.07,2001,Furnished,30,15,24,4,4,High,No,No,"Playground, Pool, Garden, Gym",West,Broker,Ready_to_Move
218133,Karnataka,Mangalore,Locality_273,Villa,1,4474,40.98,0.01,1997,Furnished,4,18,28,8,1,High,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",North,Builder,Ready_to_Move
218134,Chhattisgarh,Bilaspur,Locality_331,Apartment,4,1186,59.27,0.05,2002,Unfurnished,16,10,23,7,8,Low,No,No,"Gym, Clubhouse, Garden, Pool",South,Owner,Ready_to_Move
218135,Odisha,Cuttack,Locality_244,Villa,4,4771,224.0,0.05,2000,Furnished,17,6,25,2,8,High,No,Yes,"Gym, Pool, Playground",East,Owner,Ready_to_Move
218136,Rajasthan,Jodhpur,Locality_123,Independent House,2,4948,266.14,0.05,2019,Furnished,14,14,6,3,3,Medium,Yes,Yes,Clubhouse,North,Builder,Ready_to_Move
218137,Karnataka,Bangalore,Locality_413,Independent House,5,2818,218.56,0.08,2017,Semi-furnished,4,8,8,8,5,Medium,No,No,"Pool, Gym, Clubhouse, Playground",North,Broker,Under_Construction
218138,Karnataka,Bangalore,Locality_228,Independent House,3,3474,20.47,0.01,2004,Semi-furnished,8,5,21,2,9,Medium,No,Yes,"Pool, Playground, Gym, Garden, Clubhouse",East,Owner,Under_Construction
218139,Telangana,Hyderabad,Locality_49,Apartment,5,4323,438.62,0.1,1991,Unfurnished,13,11,34,4,3,Medium,No,Yes,"Gym, Pool",East,Builder,Ready_to_Move
218140,Jharkhand,Ranchi,Locality_237,Villa,4,2387,239.17,0.1,1999,Semi-furnished,22,25,26,7,8,High,Yes,Yes,Clubhouse,West,Owner,Ready_to_Move
218141,Telangana,Warangal,Locality_309,Villa,1,3761,24.1,0.01,2002,Furnished,25,4,23,6,9,Medium,Yes,No,"Garden, Gym, Pool, Playground",North,Broker,Ready_to_Move
218142,Bihar,Gaya,Locality_131,Villa,5,4896,289.62,0.06,2015,Unfurnished,21,8,10,8,8,Low,Yes,No,"Clubhouse, Gym, Playground, Garden",West,Broker,Ready_to_Move
218143,Gujarat,Ahmedabad,Locality_257,Independent House,3,865,360.41,0.42,2004,Semi-furnished,28,6,21,1,8,Medium,No,No,"Garden, Pool, Playground",West,Owner,Ready_to_Move
218144,Gujarat,Ahmedabad,Locality_233,Independent House,1,2557,222.51,0.09,2009,Unfurnished,11,30,16,3,1,High,Yes,No,"Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
218145,Maharashtra,Pune,Locality_243,Independent House,4,599,85.66,0.14,1993,Furnished,13,11,32,10,6,High,No,Yes,"Garden, Playground, Gym, Clubhouse",South,Builder,Ready_to_Move
218146,Tamil Nadu,Chennai,Locality_422,Villa,3,2635,285.88,0.11,2015,Furnished,11,6,10,1,1,Low,No,Yes,"Garden, Clubhouse, Gym, Playground",East,Broker,Ready_to_Move
218147,Assam,Silchar,Locality_276,Independent House,4,3589,114.87,0.03,2011,Unfurnished,17,15,14,5,7,Medium,Yes,Yes,Clubhouse,North,Owner,Under_Construction
218148,Jharkhand,Jamshedpur,Locality_375,Apartment,1,3095,130.41,0.04,2011,Furnished,21,25,14,5,9,Medium,No,No,"Playground, Gym, Clubhouse",West,Owner,Under_Construction
218149,Bihar,Gaya,Locality_15,Apartment,3,3128,493.63,0.16,2023,Furnished,16,16,2,3,6,Low,Yes,Yes,Clubhouse,North,Builder,Ready_to_Move
218150,Jharkhand,Ranchi,Locality_37,Apartment,2,1548,315.91,0.2,2005,Furnished,11,5,20,10,8,Low,Yes,No,"Gym, Playground, Clubhouse",West,Builder,Ready_to_Move
218151,Tamil Nadu,Coimbatore,Locality_318,Villa,1,2868,178.23,0.06,2020,Semi-furnished,0,13,5,10,8,High,Yes,Yes,"Garden, Clubhouse, Pool, Playground",West,Broker,Ready_to_Move
218152,Telangana,Warangal,Locality_198,Villa,2,3753,156.93,0.04,1998,Semi-furnished,26,10,27,5,3,Medium,Yes,No,"Gym, Garden",East,Broker,Ready_to_Move
218153,Maharashtra,Pune,Locality_224,Independent House,4,2167,460.4,0.21,2021,Semi-furnished,5,13,4,7,10,Medium,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",North,Broker,Under_Construction
218154,Uttarakhand,Haridwar,Locality_212,Villa,4,4177,310.27,0.07,2016,Semi-furnished,6,28,9,8,4,Low,Yes,Yes,"Pool, Garden",West,Broker,Ready_to_Move
218155,Tamil Nadu,Coimbatore,Locality_20,Apartment,2,4266,479.18,0.11,1990,Furnished,11,4,35,6,10,Medium,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",West,Owner,Ready_to_Move
218156,Punjab,Amritsar,Locality_307,Apartment,5,4122,135.98,0.03,2015,Unfurnished,10,15,10,5,3,High,Yes,No,"Garden, Playground, Clubhouse",South,Broker,Under_Construction
218157,Maharashtra,Pune,Locality_381,Villa,5,4725,117.22,0.02,1996,Semi-furnished,16,9,29,6,6,Low,Yes,Yes,"Playground, Pool, Gym",West,Broker,Ready_to_Move
218158,Kerala,Trivandrum,Locality_272,Independent House,2,2035,297.1,0.15,2012,Furnished,26,22,13,5,8,High,Yes,Yes,"Clubhouse, Garden, Gym",East,Builder,Ready_to_Move
218159,Karnataka,Mangalore,Locality_225,Villa,1,1037,460.92,0.44,2005,Furnished,8,18,20,6,10,Low,Yes,Yes,"Gym, Playground, Garden, Clubhouse",North,Broker,Ready_to_Move
218160,Jharkhand,Ranchi,Locality_414,Villa,3,1121,192.61,0.17,2011,Semi-furnished,22,3,14,10,7,Medium,Yes,No,Playground,East,Builder,Ready_to_Move
218161,Rajasthan,Jodhpur,Locality_145,Villa,2,3686,172.76,0.05,1996,Furnished,4,16,29,4,9,Medium,Yes,Yes,"Gym, Playground, Clubhouse, Garden",East,Broker,Under_Construction
218162,Chhattisgarh,Bilaspur,Locality_235,Apartment,3,2819,287.9,0.1,2008,Furnished,20,1,17,1,7,High,No,Yes,"Gym, Pool, Garden",East,Builder,Under_Construction
218163,Gujarat,Surat,Locality_252,Villa,2,4167,142.15,0.03,2001,Semi-furnished,16,6,24,2,7,High,No,Yes,"Clubhouse, Pool, Playground, Gym",East,Builder,Under_Construction
218164,Madhya Pradesh,Bhopal,Locality_160,Apartment,5,2525,427.42,0.17,2021,Furnished,27,4,4,3,10,High,Yes,No,"Playground, Clubhouse",North,Owner,Under_Construction
218165,Maharashtra,Mumbai,Locality_168,Villa,5,1041,496.15,0.48,2020,Furnished,18,27,5,10,3,High,No,Yes,"Garden, Playground, Clubhouse, Pool",East,Owner,Under_Construction
218166,Assam,Guwahati,Locality_88,Apartment,4,1363,19.41,0.01,2020,Semi-furnished,19,17,5,10,6,Low,No,Yes,"Gym, Playground, Clubhouse, Garden, Pool",West,Owner,Under_Construction
218167,Madhya Pradesh,Bhopal,Locality_83,Villa,1,549,385.38,0.7,2011,Furnished,30,29,14,8,8,Low,Yes,No,"Garden, Playground",East,Broker,Ready_to_Move
218168,Uttar Pradesh,Noida,Locality_202,Independent House,1,1515,328.36,0.22,1999,Unfurnished,17,17,26,3,9,High,No,Yes,Playground,South,Owner,Ready_to_Move
218169,Uttarakhand,Haridwar,Locality_33,Independent House,4,1725,376.41,0.22,2009,Semi-furnished,0,4,16,2,2,Low,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",East,Builder,Ready_to_Move
218170,West Bengal,Durgapur,Locality_255,Apartment,1,1150,357.05,0.31,2019,Unfurnished,14,6,6,10,10,Low,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",South,Builder,Under_Construction
218171,Andhra Pradesh,Vijayawada,Locality_105,Villa,1,3409,222.13,0.07,2007,Semi-furnished,23,20,18,5,6,Medium,Yes,Yes,Clubhouse,South,Builder,Under_Construction
218172,Telangana,Warangal,Locality_72,Apartment,5,1116,195.6,0.18,1998,Semi-furnished,4,23,27,5,1,Medium,No,No,"Clubhouse, Playground, Garden",East,Broker,Under_Construction
218173,Haryana,Faridabad,Locality_257,Apartment,2,536,408.73,0.76,2022,Furnished,19,24,3,7,10,High,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",North,Owner,Ready_to_Move
218174,Madhya Pradesh,Bhopal,Locality_286,Villa,4,1522,114.56,0.08,1990,Unfurnished,6,3,35,3,8,High,No,No,"Clubhouse, Pool, Gym, Garden",North,Broker,Ready_to_Move
218175,Karnataka,Mangalore,Locality_331,Villa,3,4372,346.0,0.08,1998,Semi-furnished,10,21,27,10,2,Medium,No,No,"Garden, Pool, Playground",East,Broker,Ready_to_Move
218176,Tamil Nadu,Chennai,Locality_212,Independent House,2,4388,356.21,0.08,2013,Furnished,1,30,12,7,1,Low,Yes,Yes,Clubhouse,North,Owner,Under_Construction
218177,Odisha,Cuttack,Locality_109,Apartment,5,2788,80.13,0.03,2014,Unfurnished,8,14,11,4,7,High,No,No,"Pool, Playground",North,Broker,Under_Construction
218178,Bihar,Patna,Locality_254,Independent House,1,2143,171.88,0.08,2010,Semi-furnished,21,15,15,2,3,Medium,Yes,No,"Playground, Pool, Clubhouse",North,Broker,Ready_to_Move
218179,Odisha,Cuttack,Locality_280,Independent House,2,3598,209.29,0.06,2001,Furnished,3,7,24,1,2,Medium,No,No,"Pool, Gym, Clubhouse",East,Builder,Ready_to_Move
218180,Uttar Pradesh,Lucknow,Locality_125,Apartment,5,3212,485.63,0.15,1993,Unfurnished,13,8,32,8,6,Medium,No,Yes,"Clubhouse, Pool",North,Builder,Ready_to_Move
218181,Kerala,Kochi,Locality_376,Apartment,4,560,163.84,0.29,1992,Semi-furnished,30,12,33,6,4,Medium,No,No,"Gym, Garden, Pool, Clubhouse",South,Owner,Ready_to_Move
218182,Uttar Pradesh,Noida,Locality_93,Apartment,1,583,29.31,0.05,2008,Semi-furnished,0,9,17,1,8,High,No,Yes,"Clubhouse, Playground",West,Builder,Ready_to_Move
218183,Assam,Silchar,Locality_469,Villa,5,4360,332.25,0.08,2003,Furnished,29,1,22,4,5,High,No,No,"Playground, Garden, Clubhouse",South,Owner,Ready_to_Move
218184,Tamil Nadu,Coimbatore,Locality_443,Apartment,4,582,174.07,0.3,2011,Semi-furnished,27,7,14,1,8,High,Yes,Yes,"Garden, Playground",West,Broker,Ready_to_Move
218185,Haryana,Gurgaon,Locality_355,Apartment,2,4101,143.31,0.03,2008,Unfurnished,6,13,17,4,3,Medium,Yes,No,"Gym, Playground, Clubhouse",North,Owner,Ready_to_Move
218186,Madhya Pradesh,Indore,Locality_102,Independent House,2,2130,162.59,0.08,1995,Furnished,16,25,30,1,9,Low,No,Yes,"Pool, Clubhouse, Gym",East,Broker,Under_Construction
218187,Delhi,Dwarka,Locality_491,Villa,4,2690,285.89,0.11,2005,Unfurnished,15,17,20,8,8,Medium,Yes,No,"Pool, Clubhouse, Garden, Playground, Gym",North,Broker,Ready_to_Move
218188,Karnataka,Mysore,Locality_371,Villa,3,4945,483.14,0.1,2009,Furnished,30,15,16,4,6,High,Yes,Yes,"Garden, Playground, Pool, Gym",North,Builder,Ready_to_Move
218189,Delhi,Dwarka,Locality_6,Independent House,4,4325,310.01,0.07,2021,Furnished,23,28,4,6,3,Low,Yes,No,"Playground, Clubhouse",South,Builder,Under_Construction
218190,Chhattisgarh,Raipur,Locality_271,Villa,1,3041,462.97,0.15,2000,Unfurnished,27,20,25,3,2,Medium,Yes,Yes,"Garden, Clubhouse, Playground",South,Broker,Ready_to_Move
218191,Kerala,Kochi,Locality_36,Apartment,3,4351,156.8,0.04,1999,Furnished,16,30,26,3,10,Low,Yes,No,"Pool, Playground",West,Broker,Ready_to_Move
218192,Uttar Pradesh,Lucknow,Locality_70,Independent House,4,2919,125.09,0.04,2022,Semi-furnished,30,11,3,1,1,Medium,No,Yes,"Gym, Pool, Garden, Clubhouse, Playground",North,Owner,Ready_to_Move
218193,Madhya Pradesh,Bhopal,Locality_371,Independent House,1,2274,464.51,0.2,1991,Furnished,8,17,34,10,2,Medium,Yes,Yes,"Playground, Pool",West,Owner,Under_Construction
218194,Rajasthan,Jaipur,Locality_79,Apartment,1,1833,342.19,0.19,1994,Furnished,18,27,31,8,7,High,No,No,"Garden, Clubhouse, Gym",West,Broker,Ready_to_Move
218195,Telangana,Warangal,Locality_178,Apartment,5,3295,199.96,0.06,1994,Semi-furnished,19,19,31,7,10,Medium,No,Yes,"Pool, Garden, Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
218196,West Bengal,Durgapur,Locality_132,Independent House,5,2736,339.73,0.12,2004,Furnished,15,29,21,2,6,Low,No,No,"Gym, Garden",South,Broker,Ready_to_Move
218197,Rajasthan,Jodhpur,Locality_2,Villa,3,1122,257.85,0.23,1995,Semi-furnished,4,27,30,3,6,Low,Yes,No,"Pool, Clubhouse, Gym, Playground",South,Owner,Under_Construction
218198,Andhra Pradesh,Vijayawada,Locality_456,Apartment,1,1947,338.06,0.17,2013,Furnished,5,5,12,1,10,High,Yes,Yes,"Garden, Clubhouse, Gym, Playground",North,Builder,Ready_to_Move
218199,Assam,Guwahati,Locality_139,Apartment,5,4411,326.56,0.07,2012,Unfurnished,16,21,13,10,10,Medium,Yes,No,Pool,West,Broker,Under_Construction
218200,West Bengal,Kolkata,Locality_385,Villa,5,3298,429.32,0.13,2013,Semi-furnished,13,25,12,8,3,High,Yes,No,"Gym, Playground",South,Broker,Under_Construction
218201,Madhya Pradesh,Indore,Locality_393,Villa,2,1906,239.14,0.13,1994,Semi-furnished,8,27,31,8,6,Low,No,No,"Garden, Gym, Clubhouse, Pool, Playground",North,Builder,Under_Construction
218202,Odisha,Cuttack,Locality_192,Independent House,4,4832,453.81,0.09,2021,Furnished,2,7,4,5,10,Low,Yes,Yes,"Playground, Gym, Pool",East,Builder,Ready_to_Move
